CAN;10;MF;Junior Hoilett;05/06/1990
CAN;11;FW;Tajon Buchanan;08/02/1999
CAN;12;FW;Iké Ugbo;21/09/1998
CAN;13;MF;Atiba Hutchinson;08/02/1983
CAN;14;MF;Mark-Anthony Kaye;02/12/1994
CAN;15;MF;Ismaël Koné;16/06/2002
CAN;16;GK;James Pantemis;21/02/1997
CAN;17;FW;Cyle Larin;17/04/1995
CAN;18;GK;Milan Borjan;23/12/1987
CAN;19;FW;Alphonso Davies;02/11/2000
CAN;20;FW;Jonathan David;14/01/2000
CAN;21;MF;Jonathan Osorio;12/06/1992
CAN;22;DF;Richie Laryea;07/01/1995
CAN;23;MF;Liam Millar;27/09/1999
CAN;24;MF;David Wotherspoon;16/01/1990
CAN;25;DF;Derek Cornelius;25/11/1997
CAN;26;DF;Joel Waterman;24/01/1996
CRO;1;GK;Dominik Livaković;09/01/1995
CRO;2;DF;Josip Stanišić;02/04/2000
CRO;3;DF;Borna Barišić;10/11/1992
CRO;4;FW;Ivan Perišić;02/02/1989
CRO;5;DF;Martin Erlić;24/01/1998
CRO;6;DF;Dejan Lovren;05/07/1989
CRO;7;MF;Lovro Majer;17/01/1998
CRO;8;MF;Mateo Kovačić;06/05/1994
CRO;9;FW;Andrej Kramarić;19/06/1991
CRO;10;MF;Luka Modrić;09/09/1985
CRO;11;MF;Marcelo Brozović;16/11/1992
CRO;12;GK;Ivo Grbić;18/01/1996
CRO;13;MF;Nikola Vlašić;04/12/1997
CRO;14;FW;Marko Livaja;26/08/1993
CRO;15;MF;Mario Pašalić;09/02/1995
CRO;16;FW;Bruno Petković;16/09/1994
CRO;17;FW;Ante Budimir;22/07/1991
CRO;18;FW;Mislav Oršić;29/12/1992
CRO;19;DF;Borna Sosa;21/01/1998
CRO;20;DF;Joško Gvardiol;23/01/2002
CRO;21;DF;Domagoj Vida;29/04/1989
CRO;22;DF;Josip Juranović;16/08/1995
CRO;23;GK;Ivica Ivušić;01/02/1995
CRO;24;DF;Josip Šutalo;28/02/2000
CRO;25;MF;Luka Sučić;08/09/2002
CRO;26;MF;Kristijan Jakić;14/05/1997
MAR;1;GK;Yassine Bounou;05/04/1991
MAR;2;DF;Achraf Hakimi;04/11/1998
MAR;3;DF;Noussair Mazraoui;14/11/1997
MAR;4;MF;Sofyan Amrabat;21/08/1996
MAR;5;DF;Nayef Aguerd;30/03/1996
MAR;6;DF;Romain Saïss;26/03/1990
MAR;7;MF;Hakim Ziyech;19/03/1993
MAR;8;MF;Azzedine Ounahi;19/04/2000
MAR;9;FW;Abderrazak Hamdallah;17/12/1990
MAR;10;MF;Anass Zaroury;07/11/2000
MAR;11;FW;Abdelhamid Sabiri;28/11/1996
MAR;12;GK;Munir Mohamedi;10/05/1989
MAR;13;MF;Ilias Chair;30/12/1997
MAR;14;MF;Zakaria Aboukhlal;18/02/2000
MAR;15;MF;Selim Amallah;15/11/1996
MAR;16;FW;Abde Ezzalzouli;17/12/2001
MAR;17;MF;Sofiane Boufal;17/09/1993
MAR;18;DF;Jawad El Yamiq;29/02/1992
MAR;19;FW;Youssef En-Nesyri;01/06/1997
MAR;20;DF;Achraf Dari;06/05/1999
MAR;21;FW;Walid Cheddira;22/01/1998
MAR;22;GK;Ahmed Reda Tagnaouti;05/04/1996
MAR;23;MF;Bilal El Khannous;10/05/2004
MAR;24;DF;Badr Benoun;30/09/1993
MAR;25;DF;Yahia Attiyat Allah;02/03/1995
MAR;26;MF;Yahya Jabrane;18/06/1991
BRA;1;GK;Alisson;02/12/1992
BRA;2;DF;Danilo;15/07/1991
BRA;3;DF;Thiago Silva;22/09/1984
BRA;4;DF;Marquinhos;14/05/1994
BRA;5;MF;Casemiro;23/02/1992
BRA;6;DF;Alex Sandro;26/01/1991
BRA;7;MF;Lucas Paquetá;27/08/1997
BRA;8;MF;Fred;05/03/1993
BRA;9;FW;Richarlison;10/05/1997
BRA;10;FW;Neymar;05/02/1992
BRA;11;FW;Raphinha;14/12/1996
BRA;12;GK;Weverton;13/12/1987
BRA;13;DF;Dani Alves;06/05/1983
BRA;14;DF;Éder Militão;18/01/1998
BRA;15;MF;Fabinho;23/12/1993
BRA;16;DF;Alex Telles;15/12/1992
BRA;17;MF;Bruno Guimarães;16/11/1997
BRA;18;FW;Gabriel Jesus;03/04/1997
BRA;19;FW;Antony;24/02/2000
BRA;20;FW;Vinícius Júnior;12/07/2000
BRA;21;FW;Rodrygo;09/01/2001
BRA;22;MF;Éverton Ribeiro;10/04/1989
BRA;23;GK;Ederson;17/08/1993
BRA;24;DF;Bremer;18/03/1997
BRA;25;FW;Pedro;20/06/1997
BRA;26;FW;Gabriel Martinelli;18/06/2001
CMR;1;GK;Simon Ngapandouetnbu;12/04/2003
CMR;2;DF;Jerome Ngom Mbekeli;30/09/1998
CMR;3;DF;Nicolas Nkoulou;27/03/1990
CMR;4;DF;Christopher Wooh;18/09/2001
CMR;5;MF;Gaël Ondoua;04/11/1995
CMR;6;FW;Moumi Ngamaleu;09/07/1994
CMR;7;MF;Georges-Kévin Nkoudou;13/02/1995
CMR;8;MF;André-Frank Zambo Anguissa;16/11/1995
CMR;9;FW;Jean-Pierre Nsame;01/05/1993
CMR;10;FW;Vincent Aboubakar;22/01/1992
CMR;11;FW;Christian Bassogog;18/12/1995
CMR;12;FW;Karl Toko Ekambi;14/09/1992
CMR;13;FW;Eric Maxim Choupo-Moting;23/03/1989
CMR;14;MF;Samuel Gouet;14/12/1997
CMR;15;MF;Pierre Kunde;26/07/1995
CMR;16;GK;Devis Epassy;02/02/1993
CMR;17;DF;Olivier Mbaizo;15/08/1997
CMR;18;MF;Martin Hongla;16/03/1998
CMR;19;DF;Collins Fai;13/08/1992
CMR;20;FW;Bryan Mbeumo;07/08/1999
CMR;21;DF;Jean-Charles Castelletto;26/01/1995
CMR;22;MF;Olivier Ntcham;09/02/1996
CMR;23;GK;André Onana;02/04/1996
CMR;24;DF;Enzo Ebosse;11/03/1999
CMR;25;DF;Nouhou Tolo;23/06/1997
CMR;26;MF;Souaibou Marou;03/12/2000
SRB;1;GK;Marko Dmitrović;24/01/1992
SRB;2;DF;Strahinja Pavlović;24/05/2001
SRB;3;DF;Strahinja Eraković;22/01/2001
SRB;4;DF;Nikola Milenković;12/12/1997
SRB;5;DF;Miloš Veljković;26/09/1995
SRB;6;MF;Nemanja Maksimović;26/01/1995
SRB;7;FW;Nemanja Radonjić;15/02/1996
SRB;8;MF;Nemanja Gudelj;16/11/1991
SRB;9;FW;Aleksandar Mitrović;16/09/1994
SRB;10;FW;Dušan Tadić;20/11/1988
SRB;11;FW;Luka Jović;23/12/1997
SRB;12;GK;Predrag Rajković;31/12/1995
SRB;13;DF;Stefan Mitrović;22/05/1990
SRB;14;MF;Andrija Živković;11/07/1996
SRB;15;DF;Srđan Babić;22/04/1996
SRB;16;MF;Saša Lukić;13/08/1996
SRB;17;MF;Filip Kostić;01/11/1992
SRB;18;FW;Dušan Vlahović;28/01/2000
SRB;19;MF;Uroš Račić;17/03/1998
SRB;20;MF;Sergej Milinković-Savić;27/02/1995
SRB;21;FW;Filip Đuričić;30/01/1992
SRB;22;MF;Darko Lazović;15/09/1990
SRB;23;GK;Vanja Milinković-Savić;20/02/1997
SRB;24;MF;Ivan Ilić;17/03/2001
SRB;25;DF;Filip Mladenović;15/08/1991
SRB;26;MF;Marko Grujić;13/04/1996
SUI;1;GK;Yann Sommer;17/12/1988
SUI;2;DF;Edimilson Fernandes;15/04/1996
SUI;3;DF;Silvan Widmer;05/03/1993
SUI;4;DF;Nico Elvedi;30/09/1996
SUI;5;DF;Manuel Akanji;19/07/1995
SUI;6;MF;Denis Zakaria;20/11/1996
SUI;7;FW;Breel Embolo;14/02/1997
SUI;8;MF;Remo Freuler;15/04/1992
SUI;9;FW;Haris Seferovic;22/02/1992
SUI;10;MF;Granit Xhaka;27/09/1992
SUI;11;DF;Renato Steffen;03/11/1991
SUI;12;GK;Jonas Omlin;10/01/1994
SUI;13;DF;Ricardo Rodriguez;25/08/1992
SUI;14;MF;Michel Aebischer;06/01/1997
SUI;15;MF;Djibril Sow;06/02/1997
SUI;16;MF;Christian Fassnacht;11/11/1993
SUI;17;FW;Ruben Vargas;05/08/1998
SUI;18;DF;Eray Cömert;04/02/1998
SUI;19;FW;Noah Okafor;24/05/2000
SUI;20;MF;Fabian Frei;08/01/1989
SUI;21;GK;Gregor Kobel;06/12/1997
SUI;22;DF;Fabian Schär;20/12/1991
SUI;23;MF;Xherdan Shaqiri;10/12/1991
SUI;24;GK;Philipp Köhn;02/04/1998
SUI;25;MF;Fabian Rieder;16/02/2002
SUI;26;MF;Ardon Jashari;30/07/2002
GHA;1;GK;Lawrence Ati-Zigi;29/11/1996
GHA;2;DF;Tariq Lamptey;30/09/2000
GHA;3;DF;Denis Odoi;27/05/1988
GHA;4;DF;Mohammed Salisu;17/04/1999
GHA;5;MF;Thomas Partey;13/06/1993
GHA;6;MF;Elisha Owusu;07/11/1997
GHA;7;MF;Abdul Fatawu Issahaku;08/03/2004
GHA;8;MF;Daniel-Kofi Kyereh;08/03/1996
GHA;9;FW;Jordan Ayew;11/09/1991
GHA;10;FW;André Ayew;17/12/1989
GHA;11;MF;Osman Bukari;13/12/1998
GHA;12;GK;Ibrahim Danlad;02/12/2002
GHA;13;MF;Daniel Afriyie;26/06/2001
GHA;14;DF;Gideon Mensah;18/07/1998
GHA;15;DF;Joseph Aidoo;29/09/1995
GHA;16;GK;Abdul Manaf Nurudeen;08/02/1999
GHA;17;DF;Baba Rahman;02/07/1994
GHA;18;DF;Daniel Amartey;21/12/1994
GHA;19;FW;Iñaki Williams;15/06/1994
GHA;20;MF;Mohammed Kudus;02/08/2000
GHA;21;MF;Salis Abdul Samed;26/03/2000
GHA;22;MF;Kamaldeen Sulemana;15/02/2002
GHA;23;DF;Alexander Djiku;09/08/1994
GHA;24;MF;Kamal Sowah;09/01/2000
GHA;25;FW;Antoine Semenyo;07/01/2000
GHA;26;DF;Alidu Seidu;04/06/2000
POR;1;GK;Rui Patrício;15/02/1988
POR;2;DF;Diogo Dalot;18/03/1999
POR;3;DF;Pepe;26/02/1983
POR;4;DF;Rúben Dias;14/05/1997
POR;5;DF;Raphaël Guerreiro;22/12/1993
POR;6;MF;João Palhinha;09/07/1995
POR;7;FW;Cristiano Ronaldo;05/02/1985
POR;8;MF;Bruno Fernandes;08/09/1994
POR;9;FW;André Silva;06/11/1995
POR;10;FW;Bernardo Silva;10/08/1994
POR;11;FW;João Félix;10/11/1999
POR;12;GK;José Sá;17/01/1993
POR;13;DF;Danilo Pereira;09/09/1991
POR;14;MF;William Carvalho;07/04/1992
POR;15;FW;Rafael Leão;10/06/1999
POR;16;MF;Vitinha;13/02/2000
POR;17;MF;João Mário;19/01/1993
POR;18;MF;Rúben Neves;13/03/1997
POR;19;DF;Nuno Mendes;19/06/2002
POR;20;DF;João Cancelo;27/05/1994
POR;21;FW;Ricardo Horta;15/09/1994
POR;22;GK;Diogo Costa;19/09/1999
POR;23;MF;Matheus Nunes;27/08/1998
POR;24;DF;António Silva;30/12/2003
POR;25;MF;Otávio;09/02/1995
POR;26;FW;Gonçalo Ramos;20/06/2001
KOR;1;GK;Kim Seung-gyu;30/09/1990
KOR;2;DF;Yoon Jong-gyu;20/03/1998
KOR;3;DF;Kim Jin-su;13/06/1992
KOR;4;DF;Kim Min-jae;15/11/1996
KOR;5;MF;Jung Woo-young;14/12/1989
KOR;6;MF;Hwang In-beom;20/09/1996
KOR;7;MF;Son Heung-min;08/07/1992
KOR;8;MF;Paik Seung-ho;17/03/1997
KOR;9;FW;Cho Gue-sung;25/01/1998
KOR;10;MF;Lee Jae-sung;10/08/1992
KOR;11;MF;Hwang Hee-chan;26/01/1996
KOR;12;GK;Song Bum-keun;15/12/1997
KOR;13;MF;Son Jun-ho;12/05/1992
KOR;14;DF;Hong Chul;17/09/1990
KOR;15;DF;Kim Moon-hwan;01/08/1995
KOR;16;FW;Hwang Ui-jo;28/08/1992
KOR;17;MF;Na Sang-ho;12/08/1996
KOR;18;MF;Lee Kang-in;19/02/2001
KOR;19;DF;Kim Young-gwon;27/02/1990
KOR;20;DF;Kwon Kyung-won;31/01/1992
KOR;21;GK;Jo Hyeon-woo;25/09/1991
KOR;22;MF;Kwon Chang-hoon;30/06/1994
KOR;23;DF;Kim Tae-hwan;24/07/1989
KOR;24;DF;Cho Yu-min;17/11/1996
KOR;25;MF;Jeong Woo-yeong;20/09/1999
KOR;26;MF;Song Min-kyu;12/09/1999
URU;1;GK;Fernando Muslera;16/06/1986
URU;2;DF;José Giménez;20/01/1995
URU;3;DF;Diego Godín;16/02/1986
URU;4;DF;Ronald Araújo;07/03/1999
URU;5;MF;Matías Vecino;24/08/1991
URU;6;MF;Rodrigo Bentancur;25/06/1997
URU;7;MF;Nicolás de la Cruz;01/06/1997
URU;8;FW;Facundo Pellistri;20/12/2001
URU;9;FW;Luis Suárez;24/01/1987
URU;10;MF;Giorgian de Arrascaeta;01/06/1994
URU;11;FW;Darwin Núñez;24/06/1999
URU;12;GK;Sebastián Sosa;19/08/1986
URU;13;DF;Guillermo Varela;24/03/1993
URU;14;MF;Lucas Torreira;11/02/1996
URU;15;MF;Federico Valverde;22/07/1998
URU;16;DF;Mathías Olivera;31/12/1997
URU;17;DF;Matías Viña;09/11/1997
URU;18;FW;Maxi Gómez;14/08/1996
URU;19;DF;Sebastián Coates;07/12/1990
URU;20;FW;Facundo Torres;13/04/2000
URU;21;FW;Edinson Cavani;14/02/1987
URU;22;DF;Martín Cáceres;07/04/1987
URU;23;GK;Sergio Rochet;23/03/1993
URU;24;MF;Agustín Canobbio;01/12/1998
URU;25;MF;Manuel Ugarte;11/04/2001
URU;26;DF;José Luis Rodríguez;14/03/1997
